"","tree_id","tree_code","fp_tree_id","fp_species_name","fp_species_id","fp_genus_name","fp_genus_id","fp_family_name","fp_family_apg_id","sub_plot_code","plot_code","csp_site","csp_tree_code","csp_species","csp_family","csp_full_name","csp_taxon_info","dbh_latest","census_date_latest"
"969",6706,"T137",1107734,"Aspidosperma indet",630143,"Aspidosperma",1834,"Apocynaceae",420,"6","PAN-03",NA,NA,NA,NA,NA,NA,113,"2014.219"
"970",7390,"T137",636819,"Protium montanum",504273,"Protium",7409,"Burseraceae",330,"5","SPD-01",NA,NA,NA,NA,NA,NA,288,"2011.808"
"971",9543,"T137",1062507,"Tapirira obtusa",583563,"Tapirira",1049,"Anacardiaceae",390,"5","SPD-02",NA,NA,NA,NA,NA,NA,130,"2009.033"
"972",10727,"T137",55407,"Iryanthera juruensis",324684,"Iryanthera",16678,"Myristicaceae",340,"6","TAM-05",NA,NA,NA,NA,NA,NA,149,"2011.652"
"973",11656,"T137",56227,"Scheelea cephalotes",540958,"Scheelea",2738,"Arecaceae",413,"6","TAM-06",NA,NA,NA,NA,NA,NA,343,"2011.6725"
"974",12244,"T137",635328,"Prunus debilis",504496,"Prunus",23140,"Rosaceae",397,"4","TRU-04",NA,NA,NA,NA,NA,NA,163,"2011.575"
"975",13303,"T137",633121,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"3","WAY-01",NA,NA,NA,NA,NA,NA,169,"2011.896"
"976",8662,"T1370",638090,"Clusia elliptica",124519,"Clusia",8717,"Clusiaceae",350,"37","SPD-01",NA,NA,NA,NA,NA,NA,185,"2011.808"
"977",8663,"T1371",638091,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"37","SPD-01",NA,NA,NA,NA,NA,NA,180,"2011.808"
"978",1591,"T137.1",635002,"Hedyosmum indet",636930,"Hedyosmum",8621,"Chloranthaceae",226,"7","ESP-01",NA,NA,NA,NA,NA,NA,110,"2011.915"
"979",8664,"T1372",638092,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"37","SPD-01",NA,NA,NA,NA,NA,NA,134,"2011.808"
"980",1592,"T137.2",635003,"Hedyosmum indet",636930,"Hedyosmum",8621,"Chloranthaceae",226,"7","ESP-01",NA,NA,NA,NA,NA,NA,107,"2011.915"
"981",8665,"T1373",638093,"Pseudolmedia indet",644910,"Pseudolmedia",16601,"Moraceae",364,"37","SPD-01",NA,NA,NA,NA,NA,NA,179,"2011.808"
"982",1593,"T137.3",635004,"Hedyosmum indet",636930,"Hedyosmum",8621,"Chloranthaceae",226,"7","ESP-01",NA,NA,NA,NA,NA,NA,112,"2011.915"
"983",8666,"T1374",638094,"Matayba indet",652869,"Matayba",24560,"Sapindaceae",409,"37","SPD-01",NA,NA,NA,NA,NA,NA,212,"2011.808"
"984",8786,"T1374.3A",651388,"Mollinedia racemosa",731787,"Mollinedia",16494,"Monimiaceae",342,"37","SPD-01",NA,NA,NA,NA,NA,NA,106,"2011.808"
"985",8667,"T1375",638095,"Tapirira indet",629358,"Tapirira",1049,"Anacardiaceae",390,"37","SPD-01",NA,NA,NA,NA,NA,NA,115,"2011.808"
"986",8668,"T1376",638096,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"37","SPD-01",NA,NA,NA,NA,NA,NA,115,"2011.808"
"987",8669,"T1377",638097,"Indet indet",655378,"Indet",31330190,"Lauraceae",374,"38","SPD-01",NA,NA,NA,NA,NA,NA,125,"2011.808"
"988",8670,"T1378",638098,"Lissocarpa indet",643553,"Lissocarpa",15244,"Ebenaceae",432,"38","SPD-01",NA,NA,NA,NA,NA,NA,148,"2011.808"
"989",8671,"T1379",638099,"Clusia thurifera",124738,"Clusia",8717,"Clusiaceae",350,"38","SPD-01","SPD-01","T1379","thurifera","Clusiaceae","Clusia thurifera","Planch. & Triana",290,"2011.808"
"990",138,"T138",1105520,"Miconia indet",644409,"Miconia",16100,"Melastomataceae",414,"4","ACJ-01",NA,NA,NA,NA,NA,NA,110,"2014.2"
"991",997,"T138",634408,"Podocarpus oleifolius",492335,"Podocarpus",21360,"Podocarpaceae",327,"7","ESP-01",NA,NA,NA,NA,NA,NA,214,"2011.915"
"992",6707,"T138",1107735,"Tachigali setifera",581903,"Tachigali",12729,"Fabaceae",423,"6","PAN-03",NA,NA,NA,NA,NA,NA,117,"2014.219"
"993",7391,"T138",636820,"Ocotea indet",642945,"Ocotea",14636,"Lauraceae",374,"5","SPD-01",NA,NA,NA,NA,NA,NA,235,"2011.808"
"994",9544,"T138",1062508,"Mollinedia lanceolata",418246,"Mollinedia",16494,"Monimiaceae",342,"5","SPD-02",NA,NA,NA,NA,NA,NA,105,"2009.033"
"995",10728,"T138",55408,"Hevea guianensis",296959,"Hevea",10671,"Euphorbiaceae",415,"6","TAM-05",NA,NA,NA,NA,NA,NA,335,"2011.652"
"996",11657,"T138",56228,"Guarea gomma",274926,"Guarea",16284,"Meliaceae",376,"6","TAM-06",NA,NA,NA,NA,NA,NA,302,"2011.6725"
"997",12245,"T138",635329,"Prunus debilis",504496,"Prunus",23140,"Rosaceae",397,"4","TRU-04",NA,NA,NA,NA,NA,NA,249,"2011.575"
"998",13304,"T138",633122,"Clusia alata",124433,"Clusia",8717,"Clusiaceae",350,"3","WAY-01",NA,NA,NA,NA,NA,NA,151,"2011.896"
"999",8672,"T1380",638100,"Alchornea latifolia",18200,"Alchornea",10383,"Euphorbiaceae",415,"38","SPD-01",NA,NA,NA,NA,NA,NA,319,"2011.808"
"1000",8673,"T1381",638101,"Miconia indet",644409,"Miconia",16100,"Melastomataceae",414,"38","SPD-01",NA,NA,NA,NA,NA,NA,110,"2011.808"
"1001",8674,"T1382",638102,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"38","SPD-01",NA,NA,NA,NA,NA,NA,179,"2011.808"
"1002",8675,"T1383",638103,"Weinmannia pinnata",622063,"Weinmannia",9498,"Cunoniaceae",347,"38","SPD-01",NA,NA,NA,NA,NA,NA,170,"2011.808"
"1003",8676,"T1384",638104,"Weinmannia pinnata",622063,"Weinmannia",9498,"Cunoniaceae",347,"38","SPD-01",NA,NA,NA,NA,NA,NA,142,"2011.808"
"1004",8677,"T1385",638105,"Inga indet",640193,"Inga",11884,"Fabaceae",423,"38","SPD-01",NA,NA,NA,NA,NA,NA,252,"2011.808"
"1005",8678,"T1386",638106,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"38","SPD-01",NA,NA,NA,NA,NA,NA,125,"2011.808"
"1006",8679,"T1387",638107,"Caryocar indet",636428,"Caryocar",8119,"Caryocaraceae",145,"38","SPD-01","SPD-01","T1387","pallidum","Caryocaraceae","Caryocar pallidum","A. C. Sm.",394,"2011.808"
"1007",8680,"T1388",638108,"Prunus indet",651449,"Prunus",23140,"Rosaceae",397,"38","SPD-01",NA,NA,NA,NA,NA,NA,186,"2011.808"
"1008",8681,"T1389",638109,"Pseudolmedia indet",644910,"Pseudolmedia",16601,"Moraceae",364,"38","SPD-01",NA,NA,NA,NA,NA,NA,283,"2011.808"
"1009",139,"T139",1105521,"Miconia indet",644409,"Miconia",16100,"Melastomataceae",414,"4","ACJ-01",NA,NA,NA,NA,NA,NA,126,"2014.2"
"1010",998,"T139",634409,"Oreopanax indet",630747,"Oreopanax",2438,"Araliaceae",368,"7","ESP-01",NA,NA,NA,NA,NA,NA,0,"2011"
"1011",6708,"T139",1107736,"Schizocalyx obovatus ",735353,"Schizocalyx",23963,"Rubiaceae",455,"6","PAN-03",NA,NA,NA,NA,NA,NA,131,"2014.219"
"1012",7392,"T139",636821,"Tapirira indet",629358,"Tapirira",1049,"Anacardiaceae",390,"5","SPD-01",NA,NA,NA,NA,NA,NA,149,"2011.808"
"1013",9545,"T139",1062509,"Nectandra reticulata",427031,"Nectandra",14628,"Lauraceae",374,"5","SPD-02","SPD-02","T139","reticulata","Lauraceae","Nectandra reticulata","(Ruiz & Pav.) Mez",323,"2009.033"
"1014",10729,"T139",55409,"Matisia ochrocalyx",397552,"Matisia",6401,"Malvaceae",418,"7","TAM-05",NA,NA,NA,NA,NA,NA,174,"2011.652"
"1015",11658,"T139",56229,"Iriartea deltoidea",323534,"Iriartea",2617,"Arecaceae",413,"7","TAM-06",NA,NA,NA,NA,NA,NA,176,"2011.6725"
"1016",12246,"T139",635330,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"4","TRU-04",NA,NA,NA,NA,NA,NA,174,"2011.575"
"1017",13305,"T139",633123,"Brunellia inermis",78587,"Brunellia",7331,"Brunelliaceae",21,"3","WAY-01",NA,NA,NA,NA,NA,NA,0,"2007.51"
"1018",8682,"T1390",638110,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"38","SPD-01",NA,NA,NA,NA,NA,NA,166,"2011.808"
"1019",8683,"T1391",638111,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"38","SPD-01",NA,NA,NA,NA,NA,NA,134,"2011.808"
"1020",1594,"T139.1",635005,"Oreopanax indet",630747,"Oreopanax",2438,"Araliaceae",368,"7","ESP-01",NA,NA,NA,NA,NA,NA,0,"2011"
"1021",10730,"T139.1",55410,"Pourouma minor",501245,"Pourouma",8321,"Urticaceae",378,"7","TAM-05",NA,NA,NA,NA,NA,NA,151,"2011.652"
"1022",8684,"T1392",638112,"Matayba indet",652869,"Matayba",24560,"Sapindaceae",409,"38","SPD-01",NA,NA,NA,NA,NA,NA,177,"2011.808"
"1023",1595,"T139.2",635006,"Miconia micropetala",411082,"Miconia",16100,"Melastomataceae",414,"7","ESP-01",NA,NA,NA,NA,NA,NA,112,"2011.915"
"1024",8685,"T1393",638113,"Hieronyma indet",638990,"Hieronyma",10673,"Phyllanthaceae",380,"38","SPD-01",NA,NA,NA,NA,NA,NA,261,"2011.808"
"1025",8686,"T1394",638114,"Ilex gabrielleana",316056,"Ilex",2161,"Aquifoliaceae",12,"38","SPD-01",NA,NA,NA,NA,NA,NA,189,"2011.808"
"1026",8687,"T1395",638115,"Ternstroemia globiflora",586990,"Ternstroemia",26094,"Pentaphylacaceae",306,"38","SPD-01",NA,NA,NA,NA,NA,NA,172,"2011.808"
"1027",8688,"T1396",638116,"Lissocarpa indet",643553,"Lissocarpa",15244,"Ebenaceae",432,"38","SPD-01",NA,NA,NA,NA,NA,NA,148,"2011.808"
"1028",8689,"T1397",638117,"Ternstroemia globiflora",586990,"Ternstroemia",26094,"Pentaphylacaceae",306,"38","SPD-01",NA,NA,NA,NA,NA,NA,155,"2011.808"
"1029",8690,"T1398",638118,"Lissocarpa indet",643553,"Lissocarpa",15244,"Ebenaceae",432,"38","SPD-01",NA,NA,NA,NA,NA,NA,150,"2011.808"
"1030",8691,"T1399",638119,"Pseudolmedia rigida",505752,"Pseudolmedia",16601,"Moraceae",364,"38","SPD-01",NA,NA,NA,NA,NA,NA,132,"2011.808"
"1031",11129,"T139B",140799,"Pourouma minor",501245,"Pourouma",8321,"Urticaceae",378,"7","TAM-05",NA,NA,NA,NA,NA,NA,104,"2011.652"
"1032",14,"T14",1105396,"Hedyosmum indet",636930,"Hedyosmum",8621,"Chloranthaceae",226,"1","ACJ-01",NA,NA,NA,NA,NA,NA,108,"2014.2"
"1033",873,"T14",634284,"Clusia trochiformis",124742,"Clusia",8717,"Clusiaceae",350,"1","ESP-01",NA,NA,NA,NA,NA,NA,180,"2011.915"
"1034",3761,"T14",1106846,"Tapirira guianensis",583557,"Tapirira",1049,"Anacardiaceae",390,"22","PAN-02",NA,NA,NA,NA,NA,NA,373,"2013.241"
"1035",6584,"T14",1107612,"Micropholis guyanensis",412585,"Micropholis",24761,"Sapotaceae",377,"1","PAN-03",NA,NA,NA,NA,NA,NA,198,"2014.219"
"1036",7267,"T14",636696,"Ilex gabrielleana",316056,"Ilex",2161,"Aquifoliaceae",12,"1","SPD-01",NA,NA,NA,NA,NA,NA,0,"2011"
"1037",9421,"T14",1062385,"Virola sebifera",618421,"Virola",16691,"Myristicaceae",340,"1","SPD-02","SPD-02","T14","sebifera","Myristicaceae","Virola sebifera","Aubl.",285,"2009.033"
"1038",11166,"T14",56092,"Maquira guianensis",393009,"Maquira",16575,"Moraceae",364,"1","TAM-06",NA,NA,NA,NA,NA,NA,170,"2011.6725"
"1039",12121,"T14",635205,"Gordonia fruticosa",270253,"Gordonia",26061,"Theaceae",274,"1","TRU-04",NA,NA,NA,NA,NA,NA,171,"2011.575"
"1040",13180,"T14",632998,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"1","WAY-01",NA,NA,NA,NA,NA,NA,125,"2011.896"
"1041",140,"T140",1105522,"Symplocos psiloclada",580080,"Symplocos",26001,"Symplocaceae",124,"4","ACJ-01",NA,NA,NA,NA,NA,NA,0,"2014.2"
"1042",999,"T140",634410,"Myrsine coriacea",424739,"Myrsine",16744,"Primulaceae",288,"7","ESP-01",NA,NA,NA,NA,NA,NA,195,"2011.915"
"1043",6709,"T140",1107737,"Pourouma mollis",501246,"Pourouma",8321,"Urticaceae",378,"6","PAN-03",NA,NA,NA,NA,NA,NA,148,"2014.219"
"1044",7393,"T140",636822,"Ilex gabrielleana",316056,"Ilex",2161,"Aquifoliaceae",12,"5","SPD-01",NA,NA,NA,NA,NA,NA,0,"2011"
"1045",9546,"T140",1062510,"Joosia umbellifera",331590,"Joosia",23621,"Rubiaceae",455,"5","SPD-02",NA,NA,NA,NA,NA,NA,118,"2009.033"
"1046",10731,"T140",55411,"Licaria aurea",359156,"Licaria",14615,"Lauraceae",374,"7","TAM-05",NA,NA,NA,NA,NA,NA,189,"2011.652"
"1047",11659,"T140",56230,"Mabea nitida",382300,"Mabea",10726,"Euphorbiaceae",415,"7","TAM-06",NA,NA,NA,NA,NA,NA,107,"2011.6725"
"1048",12247,"T140",635331,"Clusia indet",637026,"Clusia",8717,"Clusiaceae",350,"4","TRU-04",NA,NA,NA,NA,NA,NA,265,"2011.575"
"1049",13306,"T140",633124,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"3","WAY-01",NA,NA,NA,NA,NA,NA,254,"2011.896"
"1050",8692,"T1400",638120,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"38","SPD-01",NA,NA,NA,NA,NA,NA,175,"2011.808"
"1051",8693,"T1401",638121,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"38","SPD-01",NA,NA,NA,NA,NA,NA,138,"2011.808"
"1052",8694,"T1402",638122,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"38","SPD-01",NA,NA,NA,NA,NA,NA,127,"2011.808"
"1053",8695,"T1403",638123,"Mollinedia indet",644803,"Mollinedia",16494,"Monimiaceae",342,"38","SPD-01",NA,NA,NA,NA,NA,NA,145,"2011.808"
"1054",8696,"T1404",638124,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"38","SPD-01",NA,NA,NA,NA,NA,NA,144,"2011.808"
"1055",8697,"T1405",638125,"Inga indet",640193,"Inga",11884,"Fabaceae",423,"38","SPD-01",NA,NA,NA,NA,NA,NA,129,"2011.808"
"1056",8698,"T1406",638126,"Pseudolmedia rigida",505752,"Pseudolmedia",16601,"Moraceae",364,"38","SPD-01",NA,NA,NA,NA,NA,NA,213,"2011.808"
"1057",8699,"T1407",638127,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"38","SPD-01",NA,NA,NA,NA,NA,NA,99,"2011.808"
"1058",8700,"T1408",638128,"Pouteria guianensis",501482,"Pouteria",24801,"Sapotaceae",377,"38","SPD-01",NA,NA,NA,NA,NA,NA,105,"2011.808"
"1059",8701,"T1409",638129,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"38","SPD-01",NA,NA,NA,NA,NA,NA,128,"2011.808"
"1060",141,"T141",1105523,"Weinmannia fagaroides",621985,"Weinmannia",9498,"Cunoniaceae",347,"5","ACJ-01",NA,NA,NA,NA,NA,NA,257,"2014.2"
"1061",1000,"T141",634411,"Clusia trochiformis",124742,"Clusia",8717,"Clusiaceae",350,"7","ESP-01",NA,NA,NA,NA,NA,NA,251,"2011.915"
"1062",6710,"T141",1107738,"Lacistema aggregatum",342188,"Lacistema",14188,"Lacistemataceae",160,"6","PAN-03",NA,NA,NA,NA,NA,NA,122,"2014.219"
"1063",7394,"T141",636823,"Mollinedia lanceolata",418246,"Mollinedia",16494,"Monimiaceae",342,"5","SPD-01",NA,NA,NA,NA,NA,NA,0,"2011"
"1064",9547,"T141",1062511,"Myrsine pellucida",424842,"Myrsine",16744,"Primulaceae",288,"5","SPD-02",NA,NA,NA,NA,NA,NA,250,"2009.033"
"1065",10732,"T141",55412,"Calycophyllum megistocaulum",90193,"Calycophyllum",23312,"Rubiaceae",455,"4","TAM-05",NA,NA,NA,NA,NA,NA,0,"2011.652"
"1066",11660,"T141",56231,"Mabea nitida",382300,"Mabea",10726,"Euphorbiaceae",415,"7","TAM-06",NA,NA,NA,NA,NA,NA,355,"2011.6725"
"1067",12248,"T141",635332,"Clusia indet",637026,"Clusia",8717,"Clusiaceae",350,"4","TRU-04",NA,NA,NA,NA,NA,NA,260,"2011.575"
"1068",13307,"T141",633125,"Clusia alata",124433,"Clusia",8717,"Clusiaceae",350,"3","WAY-01",NA,NA,NA,NA,NA,NA,168,"2011.896"
"1069",8702,"T1410",638130,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"38","SPD-01",NA,NA,NA,NA,NA,NA,115,"2011.808"
"1070",8703,"T1411",638131,"Pouteria guianensis",501482,"Pouteria",24801,"Sapotaceae",377,"38","SPD-01",NA,NA,NA,NA,NA,NA,190,"2011.808"
"1071",11661,"T141.1",56232,"Sterculia tessmannii",573660,"Sterculia",25935,"Malvaceae",418,"7","TAM-06",NA,NA,NA,NA,NA,NA,128,"2011.6725"
"1072",8704,"T1412",638132,"Guatteria glauca",275265,"Guatteria",1147,"Annonaceae",407,"38","SPD-01",NA,NA,NA,NA,NA,NA,180,"2011.808"
"1073",11662,"T141.2",56233,"Guarea glabra",274917,"Guarea",16284,"Meliaceae",376,"7","TAM-06",NA,NA,NA,NA,NA,NA,120,"2011.6725"
"1074",8705,"T1413",638133,"Tapirira indet",629358,"Tapirira",1049,"Anacardiaceae",390,"38","SPD-01",NA,NA,NA,NA,NA,NA,429,"2011.808"
"1075",8706,"T1414",638134,"Indet indet",655545,"Indet",31330357,"Indet",469,"38","SPD-01",NA,NA,NA,NA,NA,NA,0,"2011.808"
"1076",12058,"T141.4",261684,"Iriartea deltoidea",323534,"Iriartea",2617,"Arecaceae",413,"7","TAM-06",NA,NA,NA,NA,NA,NA,115,"2011.6725"
"1077",8707,"T1415",638135,"Symplocos indet",654310,"Symplocos",26001,"Symplocaceae",124,"38","SPD-01",NA,NA,NA,NA,NA,NA,113,"2011.808"
"1078",142,"T142",1105524,"Weinmannia fagaroides",621985,"Weinmannia",9498,"Cunoniaceae",347,"5","ACJ-01",NA,NA,NA,NA,NA,NA,0,"2014.2"
"1079",1001,"T142",634412,"Miconia micropetala",411082,"Miconia",16100,"Melastomataceae",414,"7","ESP-01",NA,NA,NA,NA,NA,NA,104,"2011.915"
"1080",6711,"T142",1107739,"Pourouma mollis",501246,"Pourouma",8321,"Urticaceae",378,"6","PAN-03","PAN-03","T142","mollis","Urticaceae","Pourouma mollis","Trecul",223,"2014.219"
"1081",7395,"T142",636824,"Mollinedia lanceolata",418246,"Mollinedia",16494,"Monimiaceae",342,"5","SPD-01",NA,NA,NA,NA,NA,NA,0,"2011"
"1082",9548,"T142",1062512,"Tapirira obtusa",583563,"Tapirira",1049,"Anacardiaceae",390,"5","SPD-02",NA,NA,NA,NA,NA,NA,389,"2009.033"
"1083",10733,"T142",55413,"Calophyllum brasiliense",89689,"Calophyllum",8706,"Clusiaceae",350,"7","TAM-05",NA,NA,NA,NA,NA,NA,0,"2011.652"
"1084",11663,"T142",56234,"Iriartea deltoidea",323534,"Iriartea",2617,"Arecaceae",413,"7","TAM-06",NA,NA,NA,NA,NA,NA,261,"2011.6725"
"1085",12249,"T142",635333,"Clusia indet",637026,"Clusia",8717,"Clusiaceae",350,"4","TRU-04",NA,NA,NA,NA,NA,NA,220,"2011.575"
"1086",13308,"T142",633126,"Escallonia paniculata",221227,"Escallonia",24934,"Escalloniaceae",456,"3","WAY-01",NA,NA,NA,NA,NA,NA,178,"2011.896"
"1087",3762,"T14.2.A",1106847,"Chrysophyllum amazonicum",116409,"Chrysophyllum",24687,"Sapotaceae",377,"22","PAN-02",NA,NA,NA,NA,NA,NA,101,"2013.241"
"1088",143,"T143",1105525,"Miconia setulosa",411405,"Miconia",16100,"Melastomataceae",414,"5","ACJ-01",NA,NA,NA,NA,NA,NA,113,"2014.2"
"1089",1002,"T143",634413,"Symplocos spruceana",580128,"Symplocos",26001,"Symplocaceae",124,"7","ESP-01",NA,NA,NA,NA,NA,NA,145,"2011.915"
"1090",6712,"T143",1107740,"Tachigali setifera",581903,"Tachigali",12729,"Fabaceae",423,"6","PAN-03",NA,NA,NA,NA,NA,NA,129,"2014.219"
"1091",7396,"T143",636825,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"5","SPD-01",NA,NA,NA,NA,NA,NA,0,"2011"
"1092",9549,"T143",1062513,"Tapirira obtusa",583563,"Tapirira",1049,"Anacardiaceae",390,"5","SPD-02",NA,NA,NA,NA,NA,NA,270,"2009.033"
"1093",10734,"T143",55414,"Leonia glycycarpa",351678,"Leonia",26667,"Violaceae",341,"4","TAM-05",NA,NA,NA,NA,NA,NA,152,"2011.652"
"1094",11664,"T143",56235,"Socratea exorrhiza",560280,"Socratea",2744,"Arecaceae",413,"7","TAM-06",NA,NA,NA,NA,NA,NA,147,"2011.6725"
"1095",12250,"T143",635334,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"4","TRU-04",NA,NA,NA,NA,NA,NA,206,"2011.575"
"1096",13309,"T143",633127,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"3","WAY-01",NA,NA,NA,NA,NA,NA,203,"2011.896"
"1097",1596,"T143.1",635007,"Miconia indet",644409,"Miconia",16100,"Melastomataceae",414,"7","ESP-01",NA,NA,NA,NA,NA,NA,122,"2011.915"
"1098",144,"T144",1105526,"Weinmannia fagaroides",621985,"Weinmannia",9498,"Cunoniaceae",347,"5","ACJ-01",NA,NA,NA,NA,NA,NA,170,"2014.2"
"1099",1003,"T144",634414,"Indet indet",655378,"Indet",31330190,"Lauraceae",374,"7","ESP-01",NA,NA,NA,NA,NA,NA,1153,"2011.915"
"1100",6713,"T144",1107741,"Tachigali setifera",581903,"Tachigali",12729,"Fabaceae",423,"6","PAN-03",NA,NA,NA,NA,NA,NA,123,"2014.219"
"1101",7397,"T144",636826,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"5","SPD-01",NA,NA,NA,NA,NA,NA,0,"2011"
"1102",9550,"T144",1062514,"Coussapoa villosa",136612,"Coussapoa",8317,"Urticaceae",378,"5","SPD-02","SPD-02","T144","villosa","Urticaceae","Coussapoa villosa","Poepp. & Endl.",311,"2009.033"
"1103",10735,"T144",55415,"Leonia glycycarpa",351678,"Leonia",26667,"Violaceae",341,"4","TAM-05",NA,NA,NA,NA,NA,NA,0,"2011.652"
"1104",11665,"T144",56236,"Ruizodendron ovale",530214,"Ruizodendron",1224,"Annonaceae",407,"7","TAM-06",NA,NA,NA,NA,NA,NA,168,"2011.6725"
"1105",12251,"T144",635335,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"4","TRU-04",NA,NA,NA,NA,NA,NA,270,"2011.575"
"1106",13310,"T144",633128,"Clusia alata",124433,"Clusia",8717,"Clusiaceae",350,"3","WAY-01",NA,NA,NA,NA,NA,NA,154,"2011.896"
"1107",1597,"T144.1",635008,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"7","ESP-01",NA,NA,NA,NA,NA,NA,134,"2011.915"
"1108",1598,"T144.2",635009,"Miconia indet",644409,"Miconia",16100,"Melastomataceae",414,"7","ESP-01",NA,NA,NA,NA,NA,NA,115,"2011.915"
"1109",1599,"T144.3",635010,"Miconia indet",644409,"Miconia",16100,"Melastomataceae",414,"7","ESP-01",NA,NA,NA,NA,NA,NA,111,"2011.915"
"1110",145,"T145",1105527,"Weinmannia fagaroides",621985,"Weinmannia",9498,"Cunoniaceae",347,"5","ACJ-01",NA,NA,NA,NA,NA,NA,209,"2014.2"
"1111",1004,"T145",634415,"Miconia micropetala",411082,"Miconia",16100,"Melastomataceae",414,"7","ESP-01","ESP-01","T145","micropetala","Melastomataceae","Miconia micropetala","Cogn.",158,"2011.915"
"1112",6714,"T145",1107742,"Cecropia polystachya",103484,"Cecropia",8315,"Urticaceae",378,"6","PAN-03",NA,NA,NA,NA,NA,NA,155,"2014.219"
"1113",7398,"T145",636827,"Ficus americana",240139,"Ficus",16557,"Moraceae",364,"5.r","SPD-01",NA,NA,NA,NA,NA,NA,219,"2011.808"
"1114",9551,"T145",1062515,"Endlicheria griseo-sericea",206012,"Endlicheria",14593,"Lauraceae",374,"5","SPD-02",NA,NA,NA,NA,NA,NA,204,"2009.033"
"1115",10736,"T145",55416,"Roucheria punctata",527421,"Roucheria",15241,"Linaceae",440,"7","TAM-05",NA,NA,NA,NA,NA,NA,0,"2011.652"
"1116",11666,"T145",56237,"Iriartea deltoidea",323534,"Iriartea",2617,"Arecaceae",413,"7","TAM-06",NA,NA,NA,NA,NA,NA,230,"2011.6725"
"1117",12252,"T145",635336,"Mollinedia ovata",418271,"Mollinedia",16494,"Monimiaceae",342,"4","TRU-04",NA,NA,NA,NA,NA,NA,128,"2011.575"
"1118",13311,"T145",633129,"Clusia alata",124433,"Clusia",8717,"Clusiaceae",350,"3","WAY-01",NA,NA,NA,NA,NA,NA,160,"2011.896"
"1119",146,"T146",1105528,"Weinmannia fagaroides",621985,"Weinmannia",9498,"Cunoniaceae",347,"5","ACJ-01",NA,NA,NA,NA,NA,NA,165,"2014.2"
"1120",1005,"T146",634416,"Prunus integrifolia",504565,"Prunus",23140,"Rosaceae",397,"7","ESP-01",NA,NA,NA,NA,NA,NA,0,"2010.066"
"1121",6715,"T146",1107743,"Helicostylis tomentosa",729756,"Helicostylis",16562,"Moraceae",364,"6","PAN-03",NA,NA,NA,NA,NA,NA,230,"2014.219"
"1122",7399,"T146",636828,"Ficus americana",240139,"Ficus",16557,"Moraceae",364,"5","SPD-01","SPD-01","T146","americana","Moraceae","Ficus americana","Aubl.",509,"2011.808"
"1123",9552,"T146",1062516,"Caryocar pallidum",99436,"Caryocar",8119,"Caryocaraceae",145,"5","SPD-02",NA,NA,NA,NA,NA,NA,115,"2009.033"
"1124",10737,"T146",55417,"Brosimum lactescens",78261,"Brosimum",16530,"Moraceae",364,"7","TAM-05","TAM-05","T146","laevigata","Moraceae","Pseudolmedia laevigata","Trecul",266,"2011.652"
"1125",11667,"T146",56238,"Leonia glycycarpa",351678,"Leonia",26667,"Violaceae",341,"7","TAM-06",NA,NA,NA,NA,NA,NA,220,"2011.6725"
"1126",12253,"T146",635337,"Clusia indet",637026,"Clusia",8717,"Clusiaceae",350,"4","TRU-04",NA,NA,NA,NA,NA,NA,218,"2011.575"
"1127",13312,"T146",633130,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"4","WAY-01",NA,NA,NA,NA,NA,NA,130,"2011.896"
"1128",11159,"T146.1",1073403,"Indet indet",655545,"Indet",31330357,"Indet",469,"7","TAM-05",NA,NA,NA,NA,NA,NA,100,"2014.71"
