"","tree_id","tree_code","fp_tree_id","fp_species_name","fp_species_id","fp_genus_name","fp_genus_id","fp_family_name","fp_family_apg_id","sub_plot_code","plot_code","csp_site","csp_tree_code","csp_species","csp_family","csp_full_name","csp_taxon_info","dbh_latest","census_date_latest"
"1",8211,"DUP125.2A",637639,"Miconia indet",644409,"Miconia",16100,"Melastomataceae",414,"4","SPD-01",NA,NA,NA,NA,NA,NA,123,"2011.808"
"2",11544,"DUP312.2",1074531,"Socratea exorrhiza",560280,"Socratea",2744,"Arecaceae",413,"14","TAM-06",NA,NA,NA,NA,NA,NA,119,"2014.671"
"3",11941,"DUP585",56721,"Neea divaricata",427145,"Neea",17020,"Nyctaginaceae",358,"24","TAM-06",NA,NA,NA,NA,NA,NA,152,"2011.6725"
"33",1,"T1",1105383,"Symplocos quitensis",580089,"Symplocos",26001,"Symplocaceae",124,"1","ACJ-01",NA,NA,NA,NA,NA,NA,130,"2014.2"
"34",860,"T1",634271,"Clusia trochiformis",124742,"Clusia",8717,"Clusiaceae",350,"1","ESP-01","ESP-01","T1","sp. 28086(CSP)","Clusiaceae","Clusia sp. 28086(CSP)",NA,353,"2011.915"
"35",3742,"T1",1106827,"Marila laxiflora",393907,"Marila",8755,"Calophyllaceae",513,"22","PAN-02","PAN-02","T1","majuscula","Vochysiaceae","Vochysia majuscula","Pilg.",840,"2013.241"
"36",6571,"T1",1107599,"Aspidosperma indet",630143,"Aspidosperma",1834,"Apocynaceae",420,"1","PAN-03",NA,NA,NA,NA,NA,NA,171,"2014.219"
"37",7254,"T1",636683,"Alzatea verticillata",23472,"Alzatea",638,"Alzateaceae",5,"1.r","SPD-01",NA,NA,NA,NA,NA,NA,0,"2011"
"38",9408,"T1",1062372,"Staphylea occidentalis",570495,"Staphylea",25811,"Staphyleaceae",451,"1","SPD-02","SPD-02","T1","occidentalis","Staphyleaceae","Turpinia occidentalis","(Sw.) G. Don",247,"2009.033"
"39",11161,"T1",56076,"Swartzia arborescens",578804,"Swartzia",12720,"Fabaceae",423,"1","TAM-06",NA,NA,NA,NA,NA,NA,467,"2011.6725"
"40",12108,"T1",635192,"Persea indet",642953,"Persea",14644,"Lauraceae",374,"1","TRU-04",NA,NA,NA,NA,NA,NA,184,"2011.575"
"41",13167,"T1",632985,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"1","WAY-01",NA,NA,NA,NA,NA,NA,101,"2011.896"
"42",10,"T10",1105392,"Symplocos quitensis",580089,"Symplocos",26001,"Symplocaceae",124,"1","ACJ-01",NA,NA,NA,NA,NA,NA,174,"2014.2"
"43",869,"T10",634280,"Brunellia inermis",78587,"Brunellia",7331,"Brunelliaceae",21,"1","ESP-01",NA,NA,NA,NA,NA,NA,107,"2011.915"
"44",3755,"T10",1106840,"Senefeldera inclinata",552637,"Senefeldera",10888,"Euphorbiaceae",415,"22","PAN-02",NA,NA,NA,NA,NA,NA,194,"2013.241"
"45",6580,"T10",1107608,"Faramea torquata",236449,"Faramea",23508,"Rubiaceae",455,"1","PAN-03","PAN-03","T10","torquata","Rubiaceae","Faramea torquata","Mull. Arg.",185,"2014.219"
"46",7263,"T10",636692,"Tapirira indet",629358,"Tapirira",1049,"Anacardiaceae",390,"1","SPD-01",NA,NA,NA,NA,NA,NA,303,"2011.808"
"47",9417,"T10",1062381,"Alsophila erinacea",22279,"Alsophila",21867,"Cyatheaceae",470,"1","SPD-02",NA,NA,NA,NA,NA,NA,123,"2009.033"
"48",10282,"T10",55276,"Xylopia indet",629561,"Xylopia",1252,"Annonaceae",407,"1","TAM-05",NA,NA,NA,NA,NA,NA,0,"2000.5615"
"49",11162,"T10",56088,"Rinorea viridifolia",524671,"Rinorea",26681,"Violaceae",341,"1","TAM-06",NA,NA,NA,NA,NA,NA,125,"2011.6725"
"50",12117,"T10",635201,"Meliosma indet",652693,"Meliosma",24384,"Sabiaceae",450,"1","TRU-04",NA,NA,NA,NA,NA,NA,136,"2011.575"
"51",13176,"T10",632994,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"1","WAY-01",NA,NA,NA,NA,NA,NA,158,"2011.896"
"52",100,"T100",1105482,"Miconia alpina",410450,"Miconia",16100,"Melastomataceae",414,"3","ACJ-01",NA,NA,NA,NA,NA,NA,142,"2014.2"
"53",959,"T100",634370,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"5","ESP-01",NA,NA,NA,NA,NA,NA,146,"2011.915"
"54",6670,"T100",1107698,"Alchornea triplinervia",18235,"Alchornea",10383,"Euphorbiaceae",415,"4","PAN-03",NA,NA,NA,NA,NA,NA,113,"2014.219"
"55",7353,"T100",636782,"Alchornea latifolia",18200,"Alchornea",10383,"Euphorbiaceae",415,"4","SPD-01",NA,NA,NA,NA,NA,NA,200,"2011.808"
"56",9506,"T100",1062470,"Tapirira obtusa",583563,"Tapirira",1049,"Anacardiaceae",390,"4","SPD-02",NA,NA,NA,NA,NA,NA,263,"2009.033"
"57",10693,"T100",55367,"Calophyllum brasiliense",89689,"Calophyllum",8706,"Clusiaceae",350,"5","TAM-05","TAM-05","T100","brasiliense","Calophyllaceae","Calophyllum brasiliense","Cambess.",399,"2011.652"
"58",11622,"T100",56185,"Pouteria durlandii",501429,"Pouteria",24801,"Sapotaceae",377,"4","TAM-06",NA,NA,NA,NA,NA,NA,260,"2011.6725"
"59",12207,"T100",635291,"Freziera parva",246833,"Freziera",26059,"Pentaphylacaceae",306,"3","TRU-04",NA,NA,NA,NA,NA,NA,0,"2011.575"
"60",13266,"T100",633084,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"2","WAY-01",NA,NA,NA,NA,NA,NA,177,"2011.896"
"61",3741,"T1000",1106826,"Unonopsis spectabilis",607439,"Unonopsis",1245,"Annonaceae",407,"21","PAN-02",NA,NA,NA,NA,NA,NA,136,"2013.241"
"62",8293,"T1000",637721,"Ilex gabrielleana",316056,"Ilex",2161,"Aquifoliaceae",12,"27","SPD-01",NA,NA,NA,NA,NA,NA,126,"2011.808"
"63",14164,"T1000",633982,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"22","WAY-01",NA,NA,NA,NA,NA,NA,161,"2011.896"
"64",8294,"T1001",637722,"Saurauia peruviana",538696,"Saurauia",434,"Actinidiaceae",182,"27","SPD-01",NA,NA,NA,NA,NA,NA,200,"2011.808"
"65",14165,"T1001",633983,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"22","WAY-01",NA,NA,NA,NA,NA,NA,177,"2011.896"
"66",10694,"T100.1",55368,"Licania heteromorpha",358958,"Licania",8654,"Chrysobalanaceae",324,"5","TAM-05",NA,NA,NA,NA,NA,NA,138,"2011.652"
"67",8295,"T1002",637723,"Caryocar indet",636428,"Caryocar",8119,"Caryocaraceae",145,"27","SPD-01",NA,NA,NA,NA,NA,NA,106,"2011.808"
"68",14166,"T1002",633984,"Weinmannia reticulata",622077,"Weinmannia",9498,"Cunoniaceae",347,"22","WAY-01",NA,NA,NA,NA,NA,NA,181,"2011.896"
"69",11151,"T100.2",562235,"Matisia ochrocalyx",397552,"Matisia",6401,"Malvaceae",418,"5","TAM-05",NA,NA,NA,NA,NA,NA,100,"2011.652"
"70",8712,"T100.2A",638139,"Faramea bangii",236204,"Faramea",23508,"Rubiaceae",455,"4","SPD-01",NA,NA,NA,NA,NA,NA,108,"2011.808"
"71",8296,"T1003",637724,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"27","SPD-01",NA,NA,NA,NA,NA,NA,103,"2011.808"
"72",14167,"T1003",633985,"Brunellia inermis",78587,"Brunellia",7331,"Brunelliaceae",21,"22","WAY-01",NA,NA,NA,NA,NA,NA,0,"2011.896"
"73",8297,"T1004",637725,"Inga indet",640193,"Inga",11884,"Fabaceae",423,"28","SPD-01",NA,NA,NA,NA,NA,NA,231,"2011.808"
"74",14168,"T1004",633986,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"22","WAY-01",NA,NA,NA,NA,NA,NA,124,"2011.896"
"75",8298,"T1005",637726,"Guatteria glauca",275265,"Guatteria",1147,"Annonaceae",407,"28","SPD-01",NA,NA,NA,NA,NA,NA,108,"2011.808"
"76",14169,"T1005",633987,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"22","WAY-01",NA,NA,NA,NA,NA,NA,142,"2011.896"
"77",8299,"T1006",637727,"Talauma amazonica",582499,"Talauma",15565,"Magnoliaceae",164,"28","SPD-01",NA,NA,NA,NA,NA,NA,117,"2011.808"
"78",14170,"T1006",633988,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"22","WAY-01",NA,NA,NA,NA,NA,NA,152,"2011.896"
"79",8300,"T1007",637728,"Tapirira indet",629358,"Tapirira",1049,"Anacardiaceae",390,"28","SPD-01",NA,NA,NA,NA,NA,NA,121,"2011.808"
"80",14171,"T1007",633989,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"22","WAY-01",NA,NA,NA,NA,NA,NA,226,"2011.896"
"81",8301,"T1008",637729,"Tapirira indet",629358,"Tapirira",1049,"Anacardiaceae",390,"28","SPD-01",NA,NA,NA,NA,NA,NA,148,"2011.808"
"82",14172,"T1008",633990,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"22","WAY-01",NA,NA,NA,NA,NA,NA,151,"2011.896"
"83",8302,"T1009",637730,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"28","SPD-01",NA,NA,NA,NA,NA,NA,149,"2011.808"
"84",14173,"T1009",633991,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"22","WAY-01",NA,NA,NA,NA,NA,NA,213,"2011.896"
"85",101,"T101",1105483,"Miconia alpina",410450,"Miconia",16100,"Melastomataceae",414,"3","ACJ-01",NA,NA,NA,NA,NA,NA,0,"2014.2"
"86",960,"T101",634371,"Mollinedia ovata",418271,"Mollinedia",16494,"Monimiaceae",342,"5","ESP-01",NA,NA,NA,NA,NA,NA,130,"2011.915"
"87",6671,"T101",1107699,"Pourouma mollis",501246,"Pourouma",8321,"Urticaceae",378,"5","PAN-03",NA,NA,NA,NA,NA,NA,158,"2014.219"
"88",7354,"T101",636783,"Tapirira indet",629358,"Tapirira",1049,"Anacardiaceae",390,"4","SPD-01",NA,NA,NA,NA,NA,NA,257,"2011.808"
"89",9507,"T101",1062471,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"4","SPD-02","SPD-02","T101","sp. 28406(CSP)","Cyatheaceae","Cyathea sp. 28406(CSP)",NA,183,"2009.033"
"90",10695,"T101",55369,"Endlicheria rubriflora",206048,"Endlicheria",14593,"Lauraceae",374,"5","TAM-05",NA,NA,NA,NA,NA,NA,0,"2008.648"
"91",11623,"T101",56186,"Rinorea viridifolia",524671,"Rinorea",26681,"Violaceae",341,"4","TAM-06",NA,NA,NA,NA,NA,NA,148,"2011.6725"
"92",12208,"T101",635292,"Hedyosmum goudotianum",286815,"Hedyosmum",8621,"Chloranthaceae",226,"3","TRU-04",NA,NA,NA,NA,NA,NA,191,"2011.575"
"93",13267,"T101",633085,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"2","WAY-01",NA,NA,NA,NA,NA,NA,144,"2011.896"
"94",8303,"T1010",637731,"Protium montanum",504273,"Protium",7409,"Burseraceae",330,"28","SPD-01",NA,NA,NA,NA,NA,NA,236,"2011.808"
"95",14174,"T1010",633992,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"22","WAY-01",NA,NA,NA,NA,NA,NA,115,"2011.896"
"96",8304,"T1011",637732,"Alsophila indet",650176,"Alsophila",21867,"Cyatheaceae",470,"28","SPD-01",NA,NA,NA,NA,NA,NA,134,"2011.808"
"97",14175,"T1011",633993,"Clethra cuneata",123323,"Clethra",8686,"Clethraceae",147,"22","WAY-01",NA,NA,NA,NA,NA,NA,294,"2011.896"
"98",8208,"T101.1",637637,"Hedyosmum indet",636930,"Hedyosmum",8621,"Chloranthaceae",226,"4","SPD-01",NA,NA,NA,NA,NA,NA,0,"2011"
"99",8305,"T1012",637733,"Tapirira indet",629358,"Tapirira",1049,"Anacardiaceae",390,"28","SPD-01",NA,NA,NA,NA,NA,NA,114,"2011.808"
"100",14176,"T1012",633994,"Schefflera allocotantha",541008,"Schefflera",2453,"Araliaceae",368,"22","WAY-01",NA,NA,NA,NA,NA,NA,170,"2011.896"
"101",8306,"T1013",637734,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"28","SPD-01",NA,NA,NA,NA,NA,NA,199,"2011.808"
"102",14177,"T1013",633995,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"22","WAY-01",NA,NA,NA,NA,NA,NA,241,"2011.896"
"103",8307,"T1014",637735,"Indet indet",655378,"Indet",31330190,"Lauraceae",374,"28","SPD-01",NA,NA,NA,NA,NA,NA,198,"2011.808"
"104",14178,"T1014",633996,"Clusia flaviflora",124531,"Clusia",8717,"Clusiaceae",350,"22","WAY-01",NA,NA,NA,NA,NA,NA,423,"2011.896"
"105",8308,"T1015",637736,"Miconia calophylla",410590,"Miconia",16100,"Melastomataceae",414,"28","SPD-01",NA,NA,NA,NA,NA,NA,210,"2011.808"
"106",14179,"T1015",633997,"Prunus integrifolia",504565,"Prunus",23140,"Rosaceae",397,"22","WAY-01",NA,NA,NA,NA,NA,NA,183,"2011.896"
"107",8309,"T1016",637737,"Matayba indet",652869,"Matayba",24560,"Sapindaceae",409,"28","SPD-01",NA,NA,NA,NA,NA,NA,224,"2011.808"
"108",14180,"T1016",633998,"Prunus integrifolia",504565,"Prunus",23140,"Rosaceae",397,"22","WAY-01",NA,NA,NA,NA,NA,NA,124,"2011.896"
"109",8310,"T1017",637738,"Hieronyma moritziana",734903,"Hieronyma",10673,"Phyllanthaceae",380,"28","SPD-01",NA,NA,NA,NA,NA,NA,134,"2011.808"
"110",14181,"T1017",633999,"Clethra cuneata",123323,"Clethra",8686,"Clethraceae",147,"22","WAY-01","WAY-01","T1017","cuneata","Clethraceae","Clethra cuneata","Rusby",356,"2011.896"
"111",8311,"T1018",637739,"Clusia indet",637026,"Clusia",8717,"Clusiaceae",350,"28","SPD-01",NA,NA,NA,NA,NA,NA,315,"2011.808"
"112",14182,"T1018",634000,"Weinmannia reticulata",622077,"Weinmannia",9498,"Cunoniaceae",347,"22","WAY-01",NA,NA,NA,NA,NA,NA,174,"2011.896"
"113",8312,"T1019",637740,"Alsophila erinacea",22279,"Alsophila",21867,"Cyatheaceae",470,"28","SPD-01",NA,NA,NA,NA,NA,NA,104,"2011.808"
"114",14183,"T1019",634001,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"22","WAY-01",NA,NA,NA,NA,NA,NA,111,"2011.896"
"115",102,"T102",1105484,"Miconia alpina",410450,"Miconia",16100,"Melastomataceae",414,"3","ACJ-01",NA,NA,NA,NA,NA,NA,0,"2014.2"
"116",961,"T102",634372,"Prunus integrifolia",504565,"Prunus",23140,"Rosaceae",397,"5","ESP-01",NA,NA,NA,NA,NA,NA,194,"2011.915"
"117",6672,"T102",1107700,"Guatteria guentheri",275273,"Guatteria",1147,"Annonaceae",407,"5","PAN-03",NA,NA,NA,NA,NA,NA,127,"2014.219"
"118",7355,"T102",636784,"Hieronyma moritziana",734903,"Hieronyma",10673,"Phyllanthaceae",380,"4","SPD-01",NA,NA,NA,NA,NA,NA,339,"2011.808"
"119",9508,"T102",1062472,"Rhodostemonodaphne kunthiana",522100,"Rhodostemonodaphne",14658,"Lauraceae",374,"4","SPD-02",NA,NA,NA,NA,NA,NA,150,"2009.033"
"120",10696,"T102",55370,"Licania heteromorpha",358958,"Licania",8654,"Chrysobalanaceae",324,"5","TAM-05",NA,NA,NA,NA,NA,NA,150,"2011.652"
"121",11195,"T102",56187,"Socratea exorrhiza",560280,"Socratea",2744,"Arecaceae",413,"10","TAM-06",NA,NA,NA,NA,NA,NA,145,"2011.6725"
"122",12209,"T102",635293,"Cyathea caracasana",146822,"Cyathea",22031,"Cyatheaceae",470,"3","TRU-04",NA,NA,NA,NA,NA,NA,105,"2011.575"
"123",13268,"T102",633086,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"2","WAY-01",NA,NA,NA,NA,NA,NA,134,"2011.896"
"124",8313,"T1020",637741,"Indet indet",655378,"Indet",31330190,"Lauraceae",374,"28","SPD-01",NA,NA,NA,NA,NA,NA,100,"2011.808"
"125",14184,"T1020",634002,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"22","WAY-01","WAY-01","T1020","crassifolia","Cunoniaceae","Weinmannia crassifolia","Ruiz & Pav.",355,"2011.896"
"126",8314,"T1021",637742,"Inga indet",640193,"Inga",11884,"Fabaceae",423,"28","SPD-01",NA,NA,NA,NA,NA,NA,215,"2011.808"
"127",14185,"T1021",634003,"Styrax foveolaria",578020,"Styrax",25985,"Styracaceae",298,"22","WAY-01",NA,NA,NA,NA,NA,NA,214,"2011.896"
"128",1743,"T102.1",635154,"Prunus integrifolia",504565,"Prunus",23140,"Rosaceae",397,"5","ESP-01",NA,NA,NA,NA,NA,NA,157,"2011.915"
"129",8315,"T1022",637743,"Tapirira indet",629358,"Tapirira",1049,"Anacardiaceae",390,"28","SPD-01",NA,NA,NA,NA,NA,NA,168,"2011.808"
"130",14186,"T1022",634004,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"22","WAY-01",NA,NA,NA,NA,NA,NA,282,"2011.896"
"131",8316,"T1023",637744,"Alchornea indet",638692,"Alchornea",10383,"Euphorbiaceae",415,"28","SPD-01",NA,NA,NA,NA,NA,NA,292,"2011.808"
"132",14187,"T1023",634005,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"22","WAY-01",NA,NA,NA,NA,NA,NA,231,"2011.896"
"133",8317,"T1024",637745,"Protium montanum",504273,"Protium",7409,"Burseraceae",330,"28","SPD-01",NA,NA,NA,NA,NA,NA,114,"2011.808"
"134",14188,"T1024",634006,"Persea indet",642953,"Persea",14644,"Lauraceae",374,"22","WAY-01",NA,NA,NA,NA,NA,NA,237,"2011.896"
"135",14366,"T1024.2A",634184,"Indet indet",655378,"Indet",31330190,"Lauraceae",374,"22","WAY-01",NA,NA,NA,NA,NA,NA,124,"2011.896"
"136",8318,"T1025",637746,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"28","SPD-01",NA,NA,NA,NA,NA,NA,127,"2011.808"
"137",14189,"T1025",634007,"Brunellia inermis",78587,"Brunellia",7331,"Brunelliaceae",21,"22","WAY-01",NA,NA,NA,NA,NA,NA,0,"2007.51"
"138",8319,"T1026",637747,"Matayba indet",652869,"Matayba",24560,"Sapindaceae",409,"28","SPD-01",NA,NA,NA,NA,NA,NA,210,"2011.808"
"139",14190,"T1026",634008,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"22","WAY-01",NA,NA,NA,NA,NA,NA,115,"2011.896"
"140",8320,"T1027",637748,"Talauma indet",643874,"Talauma",15565,"Magnoliaceae",164,"28","SPD-01",NA,NA,NA,NA,NA,NA,117,"2011.808"
"141",14191,"T1027",634009,"Myrsine coriacea",424739,"Myrsine",16744,"Primulaceae",288,"23","WAY-01",NA,NA,NA,NA,NA,NA,191,"2011.896"
"142",8321,"T1028",637749,"Protium montanum",504273,"Protium",7409,"Burseraceae",330,"28","SPD-01",NA,NA,NA,NA,NA,NA,154,"2011.808"
"143",14192,"T1028",634010,"Myrsine coriacea",424739,"Myrsine",16744,"Primulaceae",288,"23","WAY-01",NA,NA,NA,NA,NA,NA,164,"2011.896"
"144",8322,"T1029",637750,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"28","SPD-01",NA,NA,NA,NA,NA,NA,156,"2011.808"
"145",14193,"T1029",634011,"Persea indet",642953,"Persea",14644,"Lauraceae",374,"23","WAY-01",NA,NA,NA,NA,NA,NA,158,"2011.896"
"146",14365,"T10.2A",634183,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"1","WAY-01",NA,NA,NA,NA,NA,NA,100,"2011.896"
"147",103,"T103",1105485,"Clethra cuneata",123323,"Clethra",8686,"Clethraceae",147,"3","ACJ-01",NA,NA,NA,NA,NA,NA,288,"2014.2"
"148",962,"T103",634373,"Oreopanax indet",630747,"Oreopanax",2438,"Araliaceae",368,"5","ESP-01",NA,NA,NA,NA,NA,NA,190,"2011.915"
"149",6673,"T103",1107701,"Guatteria guentheri",275273,"Guatteria",1147,"Annonaceae",407,"5","PAN-03",NA,NA,NA,NA,NA,NA,144,"2014.219"
"150",7356,"T103",636785,"Cecropia indet",636624,"Cecropia",8315,"Urticaceae",378,"4","SPD-01",NA,NA,NA,NA,NA,NA,171,"2011.808"
"151",9509,"T103",1062473,"Cabralea canjerana",83564,"Cabralea",16255,"Meliaceae",376,"4","SPD-02",NA,NA,NA,NA,NA,NA,236,"2009.033"
"152",10697,"T103",55371,"Sterculia tessmannii",573660,"Sterculia",25935,"Malvaceae",418,"5","TAM-05",NA,NA,NA,NA,NA,NA,470,"2011.652"
"153",11196,"T103",56188,"Thyrsodium spruceanum",592221,"Thyrsodium",1052,"Anacardiaceae",390,"10","TAM-06",NA,NA,NA,NA,NA,NA,152,"2011.6725"
"154",12210,"T103",635294,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"3","TRU-04",NA,NA,NA,NA,NA,NA,155,"2011.575"
"155",13269,"T103",633087,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"2","WAY-01",NA,NA,NA,NA,NA,NA,0,"2011.896"
"156",8323,"T1030",637751,"Hedyosmum cuatrecazanum",286804,"Hedyosmum",8621,"Chloranthaceae",226,"28","SPD-01",NA,NA,NA,NA,NA,NA,146,"2011.808"
"157",14194,"T1030",634012,"Axinaea pennellii",59069,"Axinaea",15955,"Melastomataceae",414,"23","WAY-01",NA,NA,NA,NA,NA,NA,229,"2011.896"
"158",14267,"T1030A",634085,"Prunus huantensis",504554,"Prunus",23140,"Rosaceae",397,"23","WAY-01",NA,NA,NA,NA,NA,NA,124,"2011.896"
"159",8324,"T1031",637752,"Hieronyma moritziana",734903,"Hieronyma",10673,"Phyllanthaceae",380,"28","SPD-01",NA,NA,NA,NA,NA,NA,258,"2011.808"
"160",14195,"T1031",634013,"Brunellia inermis",78587,"Brunellia",7331,"Brunelliaceae",21,"23","WAY-01","WAY-01","T1031","inermis","Brunelliaceae","Brunellia inermis","Ruiz & Pav.",252,"2011.896"
"161",10698,"T103.1",55372,"Oenocarpus bataua",436234,"Oenocarpus",2679,"Arecaceae",413,"5","TAM-05",NA,NA,NA,NA,NA,NA,0,"2005.041"
"162",8325,"T1032",637753,"Tapirira indet",629358,"Tapirira",1049,"Anacardiaceae",390,"28","SPD-01",NA,NA,NA,NA,NA,NA,200,"2011.808"
"163",14196,"T1032",634014,"Myrsine indet",645053,"Myrsine",16744,"Primulaceae",288,"23","WAY-01",NA,NA,NA,NA,NA,NA,0,"2007.51"
"164",8326,"T1033",637754,"Hieronyma moritziana",734903,"Hieronyma",10673,"Phyllanthaceae",380,"28","SPD-01",NA,NA,NA,NA,NA,NA,308,"2011.808"
"165",14197,"T1033",634015,"Weinmannia crassifolia",621965,"Weinmannia",9498,"Cunoniaceae",347,"23","WAY-01",NA,NA,NA,NA,NA,NA,200,"2011.896"
"166",8776,"T1033.3A",651378,"Indet indet",655378,"Indet",31330190,"Lauraceae",374,"28","SPD-01",NA,NA,NA,NA,NA,NA,101,"2011.808"
"167",8327,"T1034",637755,"Cecropia angustifolia",103372,"Cecropia",8315,"Urticaceae",378,"28","SPD-01","SPD-01","T1034","angustifolia","Urticaceae","Cecropia angustifolia","Trecul",393,"2011.808"
"168",14198,"T1034",634016,"Prunus integrifolia",504565,"Prunus",23140,"Rosaceae",397,"23","WAY-01",NA,NA,NA,NA,NA,NA,178,"2011.896"
"169",8328,"T1035",637756,"Myrsine indet",645053,"Myrsine",16744,"Primulaceae",288,"28","SPD-01",NA,NA,NA,NA,NA,NA,146,"2011.808"
"170",14199,"T1035",634017,"Axinaea pennellii",59069,"Axinaea",15955,"Melastomataceae",414,"23","WAY-01","WAY-01","T1035","pennellii","Melastomataceae","Axinaea pennellii","Gleason",299,"2011.896"
"171",14367,"T1035.2A",634185,"Clusia flaviflora",124531,"Clusia",8717,"Clusiaceae",350,"23","WAY-01",NA,NA,NA,NA,NA,NA,145,"2011.896"
"172",8329,"T1036",637757,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"28","SPD-01",NA,NA,NA,NA,NA,NA,199,"2011.808"
"173",14200,"T1036",634018,"Axinaea pennellii",59069,"Axinaea",15955,"Melastomataceae",414,"23","WAY-01",NA,NA,NA,NA,NA,NA,212,"2011.896"
"174",8330,"T1037",637758,"Miconia axinaeoides",410514,"Miconia",16100,"Melastomataceae",414,"28","SPD-01",NA,NA,NA,NA,NA,NA,156,"2011.808"
"175",14201,"T1037",634019,"Miconia indet",644409,"Miconia",16100,"Melastomataceae",414,"23","WAY-01",NA,NA,NA,NA,NA,NA,0,"2007.51"
"176",8331,"T1038",637759,"Alsophila indet",650176,"Alsophila",21867,"Cyatheaceae",470,"28","SPD-01",NA,NA,NA,NA,NA,NA,137,"2011.808"
"177",14202,"T1038",634020,"Myrsine indet",645053,"Myrsine",16744,"Primulaceae",288,"23","WAY-01",NA,NA,NA,NA,NA,NA,158,"2011.896"
"178",8332,"T1039",637760,"Hedyosmum cuatrecazanum",286804,"Hedyosmum",8621,"Chloranthaceae",226,"29","SPD-01",NA,NA,NA,NA,NA,NA,141,"2011.808"
"179",14203,"T1039",634021,"Schefflera allocotantha",541008,"Schefflera",2453,"Araliaceae",368,"23","WAY-01",NA,NA,NA,NA,NA,NA,277,"2011.896"
"180",104,"T104",1105486,"Symplocos baehnii",579814,"Symplocos",26001,"Symplocaceae",124,"4","ACJ-01",NA,NA,NA,NA,NA,NA,264,"2014.2"
"181",963,"T104",634374,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"5","ESP-01",NA,NA,NA,NA,NA,NA,233,"2011.915"
"182",6674,"T104",1107702,"Guatteria guentheri",275273,"Guatteria",1147,"Annonaceae",407,"5","PAN-03",NA,NA,NA,NA,NA,NA,119,"2014.219"
"183",7357,"T104",636786,"Cyathea indet",650340,"Cyathea",22031,"Cyatheaceae",470,"4","SPD-01",NA,NA,NA,NA,NA,NA,153,"2011.808"
"184",9510,"T104",1062474,"Cinchona micrantha",117956,"Cinchona",23365,"Rubiaceae",455,"4","SPD-02",NA,NA,NA,NA,NA,NA,108,"2009.033"
"185",10699,"T104",55373,"Pourouma minor",501245,"Pourouma",8321,"Urticaceae",378,"5","TAM-05",NA,NA,NA,NA,NA,NA,242,"2011.652"
"186",11197,"T104",56189,"Swartzia arborescens",578804,"Swartzia",12720,"Fabaceae",423,"10","TAM-06","TAM-06","T104","arborescens","Fabaceae","Swartzia arborescens","(Aubl.) Pittier",265,"2011.6725"
"187",12211,"T104",635295,"Weinmannia bangii",621938,"Weinmannia",9498,"Cunoniaceae",347,"3","TRU-04",NA,NA,NA,NA,NA,NA,175,"2011.575"
"188",13270,"T104",633088,"Weinmannia reticulata",622077,"Weinmannia",9498,"Cunoniaceae",347,"2","WAY-01",NA,NA,NA,NA,NA,NA,275,"2011.896"
