"","Plot","Mean Lower","Mean Mean","Mean Upper","Variance Lower","Variance Mean","Variance Upper","Skewness Lower","Skewness Mean","Skewness Upper","Kurtosis Lower","Kurtosis Mean","Kurtosis Upper"
"1","SPD-01","8.32943745819236","8.53076504006541","8.74286622523698","28.7793533674907","31.7975751492622","35.5006122957055","0.785085569231629","1.11823892641899","1.72956132378027","3.50525039688338","5.97572206451251","12.341757717628"
"2","TAM-06","7.83203192289817","8.1939194020816","8.54150137397751","24.14083774536","30.1427306361733","38.3241363257842","0.999908816277222","1.74446071614481","3.09398760594567","4.47436986311801","9.78848049611607","23.9504393717915"
"3","ACJ-01","12.2455819463332","12.4746795249038","12.7260512003065","28.6579830509753","30.7706313096894","33.1253801936156","-0.393260072775075","-0.242194976741313","-0.0120893460051504","2.32600379902464","2.69946076573325","3.82000170165638"
"4","ESP-01","7.45091944697337","7.71022143730325","7.98863509485335","21.9801703960724","24.4985130758254","27.2010885416996","0.661024551863718","0.858271620498062","1.10048588496519","2.99707370770392","3.81781853962436","5.33291568186258"
"5","PAN-02","8.68637015846626","9.09049006086347","9.4709243573684","43.0363605943331","49.3008978399963","56.8969414782717","0.853371912407119","1.13214635840962","1.6971906561695","3.10579669140768","4.62569846258837","9.4607037616271"
"6","PAN-03","7.63677189340698","7.96632147493095","8.28291977961138","22.7615611020686","27.7244852942844","34.2802630924757","1.04672570754685","1.58251172566623","2.65711457971071","4.55408045249714","8.33708147616022","18.4967572733469"
"7","SPD-02","8.14102664387989","8.46304075870404","8.78040731535734","32.3094597346271","38.4054757751551","46.7053483263759","1.03636126708015","1.61226130035659","2.72032052052468","4.24258571820936","8.66709774615308","22.5841397192023"
"8","TRU-04","7.74268191734463","7.99550476222164","8.2774902088598","25.3009684844721","28.2738854332455","32.0578357593041","0.896477559704601","1.128834377548","1.56356264628808","3.38454944523076","4.77086012000482","8.47754870136187"
"9","WAY-01","7.8598936970253","8.0878174710376","8.32818780288464","26.6182445127234","29.0768077299111","31.8261830388627","0.689645211460548","0.870490329820096","1.12003691937487","3.15254910533599","3.9527753290603","5.60851366011068"
"10","TAM-05","8.37710564939023","8.6382644123881","8.91601479368135","30.9695545107803","34.4533159269161","39.51931953912","0.776257192038449","1.04027975198978","1.6578061099422","3.18075740689275","4.75930944482668","10.2991187542479"
